Duration,Init,Name,Concat Size,Convergence Epoch,Layers,Learning Rate,Loss,Loss Val,Mae Test,Qubits,Rmse Test,Training Time,User,237.9682116,,209.88,265.62,,,suma total cuadr
1.5min,xavier,euro1689Xavier,16,20,4,0.0005,0.002897911,0.001096135,0.003092615,8,0.004061349,60.24435449,52333,56626.9368,22311013.1,44047.90962,,74.1321,,1.59239161
1.5min,xavier,euro1669Xavier,16,14,3,0.0005,0.003470375,0.001052922,0.002732651,6,0.003980489,35.73481345,52333,56626.97528,22311028.26,44047.94357,,6.8121,,52.73519161
44.8s,xavier,euro1649Xavier,16,20,2,0.0005,0.003060337,0.001139128,0.002996253,4,0.004140231,24.86665702,52333,56626.89926,22310998.31,44047.87651,,74.1321,,3.02099161
42.8s,xavier,euro1629Xavier,16,11,1,0.0005,0.085492769,0.081024456,0.030952686,2,0.034917764,29.64929295,52333,56612.25231,22305227.41,44034.95854,,0.1521,,59.87819161
51.7min,xavier,btc_md16128Xavier,16,5,6,0.0005,0.000100945,0.000144212,2352.634927,12,1287.594498,631.9785817,52333,1101715.342,434075844.6,1161468.54,,40.8321,,59.87819161
14.7min,xavier,btc_md16108Xavier,16,5,5,0.0005,0.000115094,6.58E-05,1385.271694,10,870.4431074,302.9928491,52333,400024.4938,157609650.5,436343.6188,,40.8321,,59.87819161
11.4min,xavier,btc_md1688Xavier,16,5,4,0.0005,0.000126807,3.17E-05,963.7101771,8,603.5474595,72.98102403,52333,133648.1865,52657385.48,154974.0687,,40.8321,,59.87819161
4.4min,xavier,btc_md1668Xavier,16,5,3,0.0005,0.000156171,0.000107244,1859.453929,6,1111.408565,30.2137444,52333,762898.0514,300581832.3,812753.754,,40.8321,,59.87819161
3.6min,xavier,btc_md1648Xavier,16,5,2,0.0005,0.000116079,5.90E-05,1398.057961,4,824.4854196,19.11079121,52333,344002.4353,135536959.5,377739.8219,,40.8321,,59.87819161
2.6min,xavier,btc_md1628Xavier,16,5,1,0.0005,8.74E-05,3.65E-05,1044.3176,2,647.4213147,30.95287275,52333,167651.8436,66054826.39,191442.402,,40.8321,,22.44959161
37.4min,xavier,sp500_md16128Xavier,16,8,6,0.0005,0.000804379,0.000581531,6.561822911,12,6.410688963,921.9679985,52333,53618.88628,21125841.2,41399.76053,,11.4921,,7.49719161
18.2min,xavier,sp500_md16108Xavier,16,10,5,0.0005,0.000834514,0.000787125,7.397170647,10,7.457727727,393.5292883,52333,53135.08317,20935222.77,40974.77631,,1.9321,,13.97339161
6.9min,xavier,sp500_md1688Xavier,16,9,4,0.0005,0.000732391,0.001038187,8.696807658,8,8.565023286,82.69273162,52333,52625.8228,20734574.18,40527.71985,,5.7121,,7.49719161
4.3min,xavier,sp500_md1668Xavier,16,10,3,0.0005,0.001108368,0.001421765,10.47087023,6,10.02395178,36.46890235,52333,51958.58558,20471682.72,39942.44001,,1.9321,,3.02099161
10.5min,xavier,sp500_md1648Xavier,16,11,2,0.0005,0.000429628,0.000957259,8.367467556,4,8.226012074,16.43699741,52333,52781.47824,20795902.43,40664.33085,,0.1521,,13.97339161
1.8min,xavier,sp500_md1628Xavier,16,9,1,0.0005,0.000367512,0.00094785,9.027503578,2,8.183437206,10.44516707,52333,52801.04254,20803610.76,40681.50344,,5.7121,,27.68759161
9.2min,xavier,mackey16128Xavier,16,18,6,0.0005,0.004793605,0.004280974,0.046803678,12,0.058797221,327.6977408,52333,56600.88944,22300750.44,44024.93714,,43.6921,,5.11619161
4.0min,xavier,mackey16108Xavier,16,15,5,0.0005,0.009209047,0.008000697,0.062932897,10,0.080380267,109.9161971,52333,56590.62029,22296704.39,44015.88044,,13.0321,,32.92579161
1.6min,xavier,mackey1688Xavier,16,7,4,0.0005,0.059861312,0.059179167,0.182783379,8,0.218609964,26.36075187,52333,56524.87307,22270799.99,43957.89847,,19.2721,,45.40199161
2.7min,xavier,mackey1668Xavier,16,6,3,0.0005,0.061716882,0.060644032,0.185810869,6,0.221299056,106.5410993,52333,56523.59442,22270296.2,43956.77088,,29.0521,,59.87819161
53.8s,xavier,mackey1648Xavier,16,5,2,0.0005,0.064304393,0.063796065,0.188570493,4,0.226977324,10.59761953,52333,56520.89447,22269232.42,43954.38992,,40.8321,,22.44959161
28.1s,xavier,mackey1628Xavier,16,8,1,0.0005,0.063447066,0.062665234,0.191072048,2,0.224956663,6.154358864,52333,56521.85526,22269610.97,43955.2372,,11.4921,,3.02099161
10.6min,xavier,legendre316128Xavier,16,11,6,0.0005,0.006156991,0.005390001,0.122974447,12,0.157355337,372.8648434,52333,56554.00335,22282277.32,43983.58768,,0.1521,,1.59239161
6.0min,xavier,legendre316108Xavier,16,14,5,0.0005,0.007366591,0.006820085,0.133562226,10,0.177003536,172.4209845,52333,56544.65863,22278595.5,43975.34673,,6.8121,,27.68759161
8.4min,xavier,legendre31688Xavier,16,18,4,0.0005,0.006523909,0.005681729,0.129944605,8,0.16155757,406.8314526,52333,56552.00469,22281489.85,43981.8251,,43.6921,,27.68759161
1.7min,xavier,legendre31668Xavier,16,18,3,0.0005,0.007110198,0.00643164,0.133464282,6,0.171888934,29.49130058,52333,56547.09107,22279553.88,43977.49185,,43.6921,,0.06859161
1.2min,xavier,legendre31648Xavier,16,13,2,0.0005,0.010371968,0.009974588,0.179248689,4,0.214059507,13.98379326,52333,56527.03683,22271652.51,43959.8066,,2.5921,,5.11619161
38.3s,xavier,legendre31628Xavier,16,15,1,0.0005,0.005524165,0.004954212,0.122485682,2,0.150860085,7.618526697,52333,56557.09268,22283494.51,43986.31213,,13.0321,,27.68759161
5.8min,xavier,euro16128Xavier,16,18,6,0.0005,0.002783282,0.001586277,0.003509074,12,0.004885712,277.2439179,52333,56626.54446,22310858.52,44047.5636,,43.6921,,39.21139161
2.8min,xavier,euro16108Xavier,16,19,5,0.0005,0.003554499,0.001917562,0.004090687,10,0.005371716,121.4953506,52333,56626.31316,22310767.38,44047.3596,,57.9121,,297.9731916
1.3min,xavier,euro1688Xavier,16,30,4,0.0005,0.004004526,0.001348381,0.002922662,8,0.00450448,49.14268422,52333,56626.7259,22310930,44047.72362,,346.3321,,7.49719161
3.1min,xavier,euro1668Xavier,16,10,3,0.0005,0.082372726,0.073608221,0.029498572,6,0.033281395,165.1662066,52333,56613.03101,22305534.22,44035.64531,,1.9321,,175.8779916
28.3s,xavier,euro1648Xavier,16,26,2,0.0005,0.002581127,0.001089147,0.002836988,4,0.004048382,12.92627835,52333,56626.94297,22311015.53,44047.91507,,213.4521,,68.25899161
14.4s,xavier,euro1628Xavier,16,21,1,0.0005,0.002732616,0.000867868,0.002657416,2,0.003613809,6.520215988,52333,56627.1498,22311097.02,44048.09748,,92.3521,,59.87819161
22.9min,xavier,btc_md16127Xavier,16,5,6,0.0005,0.000103139,0.000132398,2143.50262,12,1234.63859,593.0868907,52333,993351.8432,391380626.2,1050130.168,,40.8321,,59.87819161
12.9min,xavier,btc_md16107Xavier,16,5,5,0.0005,0.000126694,0.00013854,2258.079038,10,1262.367806,214.5737646,52333,1049394.529,413461444.5,1107730.582,,40.8321,,59.87819161
6.3min,xavier,btc_md1687Xavier,16,5,4,0.0005,0.000104407,6.65E-05,1481.824194,8,874.3835036,48.24620581,52333,405024.4239,159579623,441564.9063,,40.8321,,59.87819161
4.0min,xavier,btc_md1667Xavier,16,5,3,0.0005,0.000118589,4.81E-05,1272.173934,6,743.4563064,25.23644018,52333,255518.214,100674176.3,284703.6748,,40.8321,,59.87819161
3.0min,xavier,btc_md1647Xavier,16,5,2,0.0005,0.000127276,3.91E-05,1079.706053,4,671.1508757,13.21503663,52333,187647.2205,73933004.87,212770.8208,,40.8321,,59.87819161
1.7min,xavier,btc_md1627Xavier,16,5,1,0.0005,0.000114319,9.24E-05,1821.685326,2,1031.221292,7.848007679,52333,629250.4503,247924677.4,674601.5187,,40.8321,,32.92579161
29.3min,xavier,sp500_md16127Xavier,16,7,6,0.0005,0.002568903,0.001737296,11.01422844,12,11.07909486,835.325253,52333,51478.67129,20282596.49,39521.79988,,19.2721,,22.44959161
14.3min,xavier,sp500_md16107Xavier,16,8,5,0.0005,0.0008866,0.001114352,9.340479626,10,8.872648757,299.2252736,52333,52484.77691,20679002.1,40403.95525,,11.4921,,13.97339161
6.1min,xavier,sp500_md1687Xavier,16,9,4,0.0005,0.001140976,0.001075153,8.810433142,8,8.715205159,70.58933067,52333,52556.94096,20707434.74,40467.27468,,5.7121,,13.97339161
4.4min,xavier,sp500_md1667Xavier,16,9,3,0.0005,0.000616176,0.001062197,9.160412233,6,8.664525113,29.19059515,52333,52580.18063,20716591.17,40487.66733,,5.7121,,13.97339161
3.0min,xavier,sp500_md1647Xavier,16,9,2,0.0005,0.001070675,0.001174018,9.066963888,4,9.108460732,14.48409176,52333,52376.78556,20636453.51,40309.21098,,5.7121,,22.44959161
1.6min,xavier,sp500_md1627Xavier,16,8,1,0.0005,0.000745527,0.000687397,7.018044004,2,6.970628308,6.859153986,52333,53359.88348,21023794.09,41172.21312,,11.4921,,5.11619161
7.7min,xavier,mackey16127Xavier,16,15,6,0.0005,0.008436157,0.007408112,0.062445514,12,0.077346254,277.7738004,52333,56592.06381,22297273.14,44017.15352,,13.0321,,27.68759161
4.5min,xavier,mackey16107Xavier,16,18,5,0.0005,0.010627548,0.009691421,0.074214381,10,0.088466583,145.9453084,52333,56586.77308,22295188.59,44012.48749,,43.6921,,18.16379161
1.7min,xavier,mackey1687Xavier,16,17,4,0.0005,0.014365994,0.01308387,0.085282786,8,0.102790654,32.56956697,52333,56579.95848,22292503.64,44006.47756,,31.4721,,105.3065916
1.1min,xavier,mackey1667Xavier,16,23,3,0.0005,0.012983251,0.011927898,0.080422978,6,0.098144843,17.48837376,52333,56582.16865,22293374.45,44008.42675,,134.7921,,45.40199161
49.0s,xavier,mackey1647Xavier,16,6,2,0.0005,0.057472589,0.05668497,0.179502448,4,0.213953545,9.171379328,52333,56527.08722,22271672.36,43959.85104,,29.0521,,203.4017916
27.3s,xavier,mackey1627Xavier,16,27,1,0.0005,0.014177511,0.013611343,0.092214482,2,0.104842174,5.209363461,52333,56578.98251,22292119.11,44005.61684,,243.6721,,7.49719161
9.7min,xavier,legendre316127Xavier,16,10,6,0.0005,0.006342294,0.005678924,0.125102487,12,0.161517681,335.9160063,52333,56552.02367,22281497.32,43981.84183,,1.9321,,5.11619161
6.0min,xavier,legendre316107Xavier,16,15,5,0.0005,0.007879659,0.007265604,0.142503864,10,0.182693416,168.8634882,52333,56541.95265,22277529.34,43972.96039,,13.0321,,13.97339161
2.1min,xavier,legendre31687Xavier,16,9,4,0.0005,0.009400669,0.00888747,0.168473664,8,0.202058032,35.86007953,52333,56532.74378,22273901.05,43964.83935,,5.7121,,18.16379161
1.5min,xavier,legendre31667Xavier,16,17,3,0.0005,0.005022596,0.004573434,0.114340767,6,0.144946668,23.63127089,52333,56559.90534,22284602.7,43988.7926,,31.4721,,3.02099161
1.1min,xavier,legendre31647Xavier,16,11,2,0.0005,0.020025017,0.019677119,0.256486262,4,0.300654566,12.23036194,52333,56485.86766,22255431.86,43923.50203,,0.1521,,27.68759161
34.9s,xavier,legendre31627Xavier,16,18,1,0.0005,0.014779054,0.013779922,0.211675349,2,0.25159988,6.702193022,52333,56509.18748,22264619.87,43944.06614,,43.6921,,10.63999161
5.5min,xavier,euro16127Xavier,16,16,6,0.0005,0.003291758,0.002236362,0.004547219,12,0.005801087,262.3648252,52333,56626.10881,22310686.87,44047.17937,,21.2521,,22.44959161
2.1min,xavier,euro16107Xavier,16,8,5,0.0005,0.085159627,0.075048756,0.029762353,10,0.033605481,78.99559951,52333,56612.87678,22305473.45,44035.50929,,11.4921,,10.63999161
55.6s,xavier,euro1687Xavier,16,16,4,0.0005,0.002198236,0.000948971,0.00270799,8,0.003778895,30.46231985,52333,56627.07123,22311066.06,44048.02819,,21.2521,,27.68759161
35.3s,xavier,euro1667Xavier,16,18,3,0.0005,0.003326801,0.001527102,0.003291852,6,0.004793716,17.99764705,52333,56626.58824,22310875.77,44047.60221,,43.6921,,126.8303916
25.3s,xavier,euro1647Xavier,16,24,2,0.0005,0.003743468,0.001255177,0.003223959,4,0.004346012,11.4738071,52333,56626.80132,22310959.72,44047.79014,,159.0121,,0.54479161
13.7s,xavier,euro1627Xavier,16,12,1,0.0005,0.084401981,0.071194918,0.028924973,2,0.03273127,5.794994116,52333,56613.29279,22305637.36,44035.87619,,0.3721,,59.87819161
23.0min,xavier,btc_md16126Xavier,16,5,6,0.0005,8.27E-05,8.90E-05,1716.071812,12,1010.641465,590.8242643,52333,597023.9559,235227438.6,641218.9232,,40.8321,,59.87819161
12.5min,xavier,btc_md16106Xavier,16,5,5,0.0005,8.77E-05,0.00011289,1954.854439,10,1138.993669,206.0875151,52333,811846.8742,319867668.4,863252.2092,,40.8321,,59.87819161
6.1min,xavier,btc_md1686Xavier,16,5,4,0.0005,0.000146576,0.000121307,2071.670434,8,1181.787905,70.206527,52333,890795.613,350973471.5,944604.9751,,40.8321,,59.87819161
3.9min,xavier,btc_md1666Xavier,16,5,3,0.0005,0.000119231,7.51E-05,1596.873266,6,929.4826333,24.76181459,52333,478192.1955,188407725,517827.9499,,40.8321,,59.87819161
2.9min,xavier,btc_md1646Xavier,16,5,2,0.0005,0.00013052,5.41E-05,1292.214858,4,789.1238143,12.89745903,52333,303772.4984,119686364.4,335523.3964,,40.8321,,59.87819161
1.7min,xavier,btc_md1626Xavier,16,5,1,0.0005,0.000111235,5.97E-05,1360.792555,2,828.0827709,6.488486052,52333,348235.1931,137204666.1,382174.6659,,40.8321,,22.44959161
27.2min,xavier,sp500_md16126Xavier,16,8,6,0.0005,0.001015529,0.001124386,9.659170386,12,8.912812519,863.1251366,52333,52466.37584,20671752.08,40387.81044,,11.4921,,7.49719161
13.9min,xavier,sp500_md16106Xavier,16,10,5,0.0005,0.000740481,0.000913062,8.059920378,10,8.031263749,324.5720592,52333,52870.99998,20831173.99,40742.91233,,1.9321,,22.44959161
6.1min,xavier,sp500_md1686Xavier,16,8,4,0.0005,0.000928759,0.001311429,9.765370572,8,9.626128147,62.91583276,52333,52140.10707,20543202.19,40101.61319,,11.4921,,0.54479161
3.9min,xavier,sp500_md1666Xavier,16,12,3,0.0005,0.00125651,0.001115435,9.187638282,6,8.877958511,32.45710087,52333,52482.34405,20678043.56,40401.82068,,0.3721,,32.92579161
2.9min,xavier,sp500_md1646Xavier,16,7,2,0.0005,0.000546099,0.00099208,8.363070885,4,8.372975137,13.45380259,52333,52713.9726,20769305.2,40605.08107,,19.2721,,3.02099161
2.2min,xavier,sp500_md1626Xavier,16,11,1,0.0005,0.000230202,0.000834299,8.222662673,2,7.678882824,46.1621089,52333,53033.17494,20895070.93,40885.29179,,0.1521,,10.63999161
7.6min,xavier,mackey16126Xavier,16,16,6,0.0005,0.004949442,0.004544435,0.043655616,12,0.060579474,281.0250494,52333,56600.04142,22300416.32,44024.18923,,21.2521,,85.78279161
4.3min,xavier,mackey16106Xavier,16,22,5,0.0005,0.004970949,0.003902943,0.045511375,10,0.056141196,139.154927,52333,56602.15324,22301248.38,44026.05172,,112.5721,,1.59239161
1.7min,xavier,mackey1686Xavier,16,14,4,0.0005,0.005393353,0.005040327,0.050937648,8,0.063799149,29.31100845,52333,56598.50946,22299812.73,44022.83814,,6.8121,,22.44959161
1.5min,xavier,mackey1666Xavier,16,8,3,0.0005,0.057829341,0.057226111,0.178771778,6,0.21497237,16.15476513,52333,56526.60276,22271481.49,43959.42381,,11.4921,,27.68759161
49.4s,xavier,mackey1646Xavier,16,18,2,0.0005,0.012279691,0.011217706,0.075864745,4,0.095178213,10.61995983,52333,56583.58001,22293930.52,44009.67145,,43.6921,,22.44959161
26.7s,xavier,mackey1626Xavier,16,8,1,0.0005,0.060185048,0.059469684,0.184790318,2,0.219145897,4.78061533,52333,56524.61824,22270699.59,43957.67374,,11.4921,,3.02099161
10.0min,xavier,legendre316126Xavier,16,11,6,0.0005,0.00625166,0.005515894,0.122312469,12,0.159182388,358.7221806,52333,56553.13437,22281934.94,43982.82134,,0.1521,,0.06859161
5.7min,xavier,legendre316106Xavier,16,13,5,0.0005,0.005080495,0.00451495,0.115955378,10,0.144016928,174.5643315,52333,56560.34757,22284776.94,43989.1826,,2.5921,,0.54479161
2.2min,xavier,legendre31686Xavier,16,12,4,0.0005,0.005635527,0.005191491,0.120379789,8,0.154430502,39.28866959,52333,56555.39447,22282825.42,43984.8145,,0.3721,,7.49719161
1.5min,xavier,legendre31666Xavier,16,10,3,0.0005,0.011685722,0.010749842,0.187385457,6,0.222222534,20.82258606,52333,56523.15531,22270123.19,43956.38365,,1.9321,,7.49719161
1.1min,xavier,legendre31646Xavier,16,10,2,0.0005,0.012359988,0.011826378,0.195649974,4,0.233084245,12.92848873,52333,56517.99077,22268088.36,43951.82929,,1.9321,,18.16379161
38.3s,xavier,legendre31626Xavier,16,17,1,0.0005,0.015323807,0.014931881,0.220273353,2,0.261905316,8.61673069,52333,56504.28804,22262689.49,43939.74562,,31.4721,,0.06859161
4.9min,xavier,euro16126Xavier,16,13,6,0.0005,0.005035371,0.003005017,0.005381549,12,0.006724529,229.5503192,52333,56625.66932,22310513.71,44046.79176,,2.5921,,1.59239161
2.3min,xavier,euro16106Xavier,16,14,5,0.0005,0.003231292,0.001280839,0.002998249,10,0.004390213,96.78596973,52333,56626.78028,22310951.43,44047.77158,,6.8121,,5.11619161
58.0s,xavier,euro1686Xavier,16,15,4,0.0005,0.006163242,0.004319166,0.006462211,8,0.008061917,32.89538956,52333,56625.03283,22310262.94,44046.23039,,13.0321,,52.73519161
39.8s,xavier,euro1666Xavier,16,20,3,0.0005,0.002764241,0.001186875,0.00310335,6,0.004226111,21.23398733,52333,56626.85838,22310982.2,44047.84047,,74.1321,,18.16379161
25.6s,xavier,euro1646Xavier,16,17,2,0.0005,0.00408054,0.001435222,0.003254867,4,0.00464727,11.96433401,52333,56626.65794,22310903.23,44047.66368,,31.4721,,3.02099161
14.0s,xavier,euro1626Xavier,16,11,1,0.0005,0.091305862,0.07942614,0.030601395,2,0.034571649,6.190279961,52333,56612.41701,22305292.3,44035.1038,,0.1521,,59.87819161
23.5min,xavier,btc_md16125Xavier,16,5,6,0.0005,0.000111821,0.00013612,2215.172789,12,1250.895678,605.6198208,52333,1026022.052,404252688.3,1083713.641,,40.8321,,59.87819161
12.4min,xavier,btc_md16105Xavier,16,5,5,0.0005,0.000106264,0.000114504,1897.343666,10,1148.399693,222.9473841,52333,828885.4827,326580880.2,880819.2145,,40.8321,,59.87819161
5.6min,xavier,btc_md1685Xavier,16,5,4,0.0005,0.000132514,9.58E-05,1847.242971,8,1049.093693,49.67436481,52333,657924.5463,259222271.2,704279.6222,,40.8321,,59.87819161
4.3min,xavier,btc_md1665Xavier,16,5,3,0.0005,0.000111706,3.51E-05,1067.725904,6,635.5172347,24.14368248,52333,158045.2258,62269818.97,181167.0556,,40.8321,,59.87819161
2.8min,xavier,btc_md1645Xavier,16,5,2,0.0005,0.000116083,6.37E-05,1427.07439,4,856.4525905,13.51433754,52333,382522.927,150714033.2,418056.1148,,40.8321,,59.87819161
1.6min,xavier,btc_md1625Xavier,16,5,1,0.0005,0.000115011,9.95E-05,1777.095555,2,1070.123218,6.404842854,52333,692481.9554,272837890.4,740018.3948,,40.8321,,32.92579161
26.3min,xavier,sp500_md16125Xavier,16,7,6,0.0005,0.000772851,0.000786365,7.468128882,12,7.454989549,792.4226317,52333,53136.34553,20935720.14,40975.88486,,19.2721,,13.97339161
14.2min,xavier,sp500_md16105Xavier,16,9,5,0.0005,0.002195015,0.001276811,9.51138271,10,9.498879468,314.8537152,52333,52198.23572,20566104.87,40152.59347,,5.7121,,13.97339161
6.2min,xavier,sp500_md1685Xavier,16,9,4,0.0005,0.000835856,0.00080655,7.826464572,8,7.550377337,70.98051906,52333,53092.37834,20918397.07,40937.27621,,5.7121,,7.49719161
4.1min,xavier,sp500_md1665Xavier,16,10,3,0.0005,0.00111011,0.001640231,11.23067034,6,10.764455,30.87932015,52333,51621.54701,20338889.52,39647.00026,,1.9321,,3.02099161
3.3min,xavier,sp500_md1645Xavier,16,11,2,0.0005,0.000657049,0.001377656,10.15219634,4,9.866974876,14.33590698,52333,52030.17419,20499888.63,40005.21022,,0.1521,,3.02099161
1.6min,xavier,sp500_md1625Xavier,16,11,1,0.0005,0.000336821,0.00164379,11.73662382,2,10.7776701,7.602900028,52333,51615.54214,20336523.6,39641.73777,,0.1521,,52.73519161
8.7min,xavier,mackey16125Xavier,16,20,6,0.0005,0.011761994,0.010208276,0.072759495,12,0.090794956,342.6451297,52333,56585.66534,22294752.15,44011.51055,,74.1321,,0.06859161
3.9min,xavier,mackey16105Xavier,16,13,5,0.0005,0.007056546,0.006550209,0.059656374,10,0.07272992,114.8271837,52333,56594.2602,22298138.52,44019.09058,,2.5921,,45.40199161
1.5min,xavier,mackey1685Xavier,16,6,4,0.0005,0.06036414,0.059336252,0.182866597,8,0.218899911,23.34739733,52333,56524.7352,22270745.67,43957.77689,,29.0521,,32.92579161
1.1min,xavier,mackey1665Xavier,16,7,3,0.0005,0.055998777,0.054539963,0.175757491,6,0.209866417,14.00475192,52333,56529.0307,22272438.09,43961.56492,,19.2721,,45.40199161
47.4s,xavier,mackey1645Xavier,16,6,2,0.0005,0.06180055,0.060852174,0.18669027,4,0.221678501,9.589287519,52333,56523.41399,22270225.11,43956.61177,,29.0521,,150.3541916
26.6s,xavier,mackey1625Xavier,16,25,1,0.0005,0.013808379,0.012965332,0.088712949,2,0.102323961,5.271600485,52333,56580.1805,22292591.12,44006.67336,,185.2321,,1.59239161
11.6min,xavier,legendre316125Xavier,16,14,6,0.0005,0.005029439,0.004540223,0.113977366,12,0.144419434,435.9470828,52333,56560.15611,22284701.51,43989.01376,,6.8121,,0.54479161
5.1min,xavier,legendre316105Xavier,16,12,5,0.0005,0.010164251,0.008983909,0.161939885,10,0.203151356,142.8174095,52333,56532.22387,22273696.2,43964.38086,,0.3721,,3.02099161
2.3min,xavier,legendre31685Xavier,16,11,4,0.0005,0.007536044,0.006872508,0.143388187,8,0.177682514,36.39986301,52333,56544.33572,22278468.27,43975.06196,,0.1521,,0.54479161
1.5min,xavier,legendre31665Xavier,16,12,3,0.0005,0.007849634,0.006785374,0.145173273,6,0.176552535,21.18856478,52333,56544.87311,22278680.01,43975.53588,,0.3721,,0.54479161
1.0min,xavier,legendre31645Xavier,16,12,2,0.0005,0.014969821,0.014465619,0.21768466,4,0.257783761,12.30655646,52333,56506.2475,22263461.51,43941.47354,,0.3721,,10.63999161
32.6s,xavier,legendre31625Xavier,16,16,1,0.0005,0.018468905,0.018077432,0.245351169,2,0.288174413,5.947736502,52333,56491.80007,22257769.23,43928.73335,,21.2521,,105.3065916
6.4min,xavier,euro16125Xavier,16,23,6,0.0005,0.004456483,0.001983542,0.004002958,12,0.00546335,319.9387155,52333,56626.26955,22310750.2,44047.32113,,134.7921,,1.59239161
2.3min,xavier,euro16105Xavier,16,14,5,0.0005,0.00488413,0.002373827,0.004675093,10,0.00597672,94.3445797,52333,56626.02522,22310653.94,44047.10565,,6.8121,,0.06859161
54.1s,xavier,euro1685Xavier,16,13,4,0.0005,0.004428496,0.003882181,0.006093261,8,0.007643218,30.77860761,52333,56625.2321,22310341.45,44046.40614,,2.5921,,5.11619161
37.6s,xavier,euro1665Xavier,16,15,3,0.0005,0.00428113,0.001761167,0.003571594,6,0.005148001,19.42849279,52333,56626.41963,22310809.33,44047.4535,,13.0321,,105.3065916
24.9s,xavier,euro1645Xavier,16,23,2,0.0005,0.002733131,0.0010711,0.002918187,4,0.004014703,11.12071776,52333,56626.959,22311021.85,44047.9292,,134.7921,,5.11619161
13.3s,xavier,euro1625Xavier,16,15,1,0.0005,0.081662725,0.07639664,0.030063677,2,0.033905917,5.745222092,52333,56612.73381,22305417.12,44035.3832,,13.0321,,59.87819161
22.8min,xavier,btc_md16124Xavier,16,5,6,0.0005,0.000107518,8.43E-05,1770.436523,12,984.4286068,582.8463809,52333,557203.1217,219538029.9,599925.5443,,40.8321,,59.87819161
12.0min,xavier,btc_md16104Xavier,16,5,5,0.0005,0.0001175,0.00014016,2317.665251,10,1269.574996,201.2380495,52333,1064212.558,419299747.7,1122953.485,,40.8321,,59.87819161
5.6min,xavier,btc_md1684Xavier,16,5,4,0.0005,9.52E-05,5.43E-05,1360.7425,8,790.0810147,49.07553053,52333,304828.5473,120102447.6,336633.2174,,40.8321,,59.87819161
3.9min,xavier,btc_md1664Xavier,16,5,3,0.0005,0.000123316,8.39E-05,1607.234261,6,982.9687254,23.62524366,52333,555025.7656,218680151.6,597666.1773,,40.8321,,59.87819161
3.1min,xavier,btc_md1644Xavier,16,5,2,0.0005,0.000117147,6.64E-05,1431.914804,4,874.8227908,11.95286226,52333,405583.7551,159799999.5,442148.9151,,40.8321,,59.87819161
1.5min,xavier,btc_md1624Xavier,16,5,1,0.0005,0.000107895,8.10E-05,1665.930406,2,964.8029555,6.329272032,52333,528288.7449,208145765.5,569908.6687,,40.8321,,3.02099161
32.5min,xavier,sp500_md16124Xavier,16,11,6,0.0005,0.001804293,0.001463119,9.80652337,12,10.16803443,1187.464368,52333,51892.92071,20445810.76,39884.86919,,0.1521,,13.97339161
14.0min,xavier,sp500_md16104Xavier,16,9,5,0.0005,0.001026698,0.000820366,7.501262444,10,7.6116616,323.5137231,52333,53064.14012,20907271.21,40912.48072,,5.7121,,3.02099161
5.7min,xavier,sp500_md1684Xavier,16,11,4,0.0005,0.000306309,0.000762884,7.501954316,8,7.342264779,75.21050668,52333,53188.32734,20956200.97,41021.53419,,0.1521,,7.49719161
4.0min,xavier,sp500_md1664Xavier,16,10,3,0.0005,0.00145038,0.001270119,9.626177718,6,9.470638272,29.77594495,52333,52211.14101,20571189.56,40163.91227,,1.9321,,13.97339161
2.7min,xavier,sp500_md1644Xavier,16,9,2,0.0005,0.000921713,0.001257149,9.94819033,4,9.425049237,14.61587191,52333,52231.97706,20579398.96,40182.18729,,5.7121,,1.59239161
1.4min,xavier,sp500_md1624Xavier,16,14,1,0.0005,0.000816798,0.001880021,12.84993893,2,11.52429342,7.573876143,52333,51276.84808,20203078.14,39344.98633,,6.8121,,27.68759161
8.4min,xavier,mackey16124Xavier,16,18,6,0.0005,0.005927804,0.005092432,0.05068826,12,0.064128067,312.2067392,52333,56598.35296,22299751.06,44022.70012,,43.6921,,52.73519161
4.0min,xavier,mackey16104Xavier,16,20,5,0.0005,0.006602106,0.005667853,0.054418138,10,0.067654211,119.9631884,52333,56596.6752,22299090.03,44021.22045,,74.1321,,68.25899161
1.8min,xavier,mackey1684Xavier,16,21,4,0.0005,0.007539031,0.006726743,0.058240733,8,0.073703473,33.00457144,52333,56593.79699,22297956.01,44018.68206,,92.3521,,32.92579161
1.0min,xavier,mackey1664Xavier,16,7,3,0.0005,0.054285511,0.053552896,0.173893317,6,0.207958659,14.34903693,52333,56529.93787,22272795.52,43962.36492,,19.2721,,22.44959161
43.6s,xavier,mackey1644Xavier,16,8,2,0.0005,0.060057476,0.059069834,0.182431622,4,0.21840793,9.231169224,52333,56524.96914,22270837.84,43957.98319,,11.4921,,32.92579161
22.9s,xavier,mackey1624Xavier,16,7,1,0.0005,0.062044655,0.061475971,0.187378902,2,0.22281182,4.278321266,52333,56522.87511,22270012.79,43956.13656,,19.2721,,13.97339161
9.2min,xavier,legendre316124Xavier,16,9,6,0.0005,0.006339605,0.005277443,0.124293762,12,0.155703663,298.277396,52333,56554.78893,22282586.84,43984.28047,,5.7121,,5.11619161
5.5min,xavier,legendre316104Xavier,16,15,5,0.0005,0.006467806,0.005710404,0.124596094,10,0.161964742,171.479826,52333,56551.81104,22281413.55,43981.65431,,13.0321,,0.54479161
