Duration,Init,Name,Concat Size,Convergence Epoch,Layers,Learning Rate,Loss,Loss Val,Mae Test,Qubits,Rmse Test,Training Time,User,237.9682116,,209.88,265.62,,,suma total cuadr
3.7min,,btc_md1668norm,16,5,3,0.0005,0.000136433,8.53E-05,1645.019933,6,990.9990273,25.16195059,52333,567055.4094,226822163.7,,526174.7332,,76.9129,59.87819161
2.9min,,btc_md1648norm,16,5,2,0.0005,0.000107823,6.83E-05,1520.047952,4,887.1671455,12.60477114,52333,421459.2558,168583702.3,,386320.8541,,76.9129,59.87819161
1.5min,,btc_md1628norm,16,5,1,0.0005,0.000107209,5.65E-05,1331.742291,2,805.7742778,7.39831686,52333,322403.7289,128961491.5,,291766.6439,,76.9129,22.44959161
27.9min,,sp500_md16127norm,16,8,6,0.0005,0.002161389,0.001020706,7.800435752,12,8.491864095,874.8249943,52333,52659.39406,21063757.62,,66114.87827,,33.2929,22.44959161
13.2min,,sp500_md16107norm,16,8,5,0.0005,0.001600553,0.00163581,11.80528863,10,10.75033601,276.447119,52333,51627.96298,20651185.19,,64958.54562,,33.2929,32.92579161
5.2min,,sp500_md1687norm,16,7,4,0.0005,0.001171925,0.001296807,10.1207671,8,9.57169369,54.40351629,52333,52164.96939,20865987.75,,65560.73516,,45.8329,7.49719161
4.0min,,sp500_md1667norm,16,10,3,0.0005,0.00071942,0.001464218,10.12810003,6,10.1714893,28.76815772,52333,51891.34669,20756538.67,,65253.94162,,14.2129,13.97339161
2.8min,,sp500_md1647norm,16,9,2,0.0005,0.00051226,0.001284136,10.23750114,4,9.524329037,12.97254419,52333,52186.60747,20874642.99,,65584.99269,,22.7529,7.49719161
1.5min,,sp500_md1627norm,16,10,1,0.0005,0.000761323,0.00143319,10.55266865,2,10.0668327,9.199064255,52333,51939.0385,20775615.4,,65307.42132,,14.2129,59.87819161
22.7min,,btc_md16127norm,16,5,6,0.0005,0.000104223,0.000135395,2233.182058,12,1248.29024,571.1546164,52333,1020750.602,408300240.6,,965640.801,,76.9129,59.87819161
11.9min,,btc_md16107norm,16,5,5,0.0005,0.000133974,0.000110688,1989.157641,10,1128.382665,216.2104404,52333,792837.899,317135159.6,,744359.4162,,76.9129,59.87819161
5.0min,,btc_md1687norm,16,5,4,0.0005,0.00012561,7.37E-05,1568.321267,8,919.9683478,43.61745429,52333,465124.1858,186049674.3,,428171.7602,,76.9129,59.87819161
3.5min,,btc_md1667norm,16,5,3,0.0005,0.000109405,5.93E-05,1389.925344,6,825.1969853,21.91670084,52333,344837.6327,137935053.1,,313126.4025,,76.9129,59.87819161
3.1min,,btc_md1647norm,16,5,2,0.0005,0.000124192,3.91E-05,1080.082806,4,671.0817657,11.79827571,52333,187587.3507,75034940.3,,164399.2434,,76.9129,59.87819161
1.5min,,btc_md1627norm,16,5,1,0.0005,0.00011296,0.0001605,2385.71002,2,1359.721708,5.936343431,52333,1258330.906,503332362.5,,1197058.547,,76.9129,32.92579161
25.1min,,sp500_md16126norm,16,7,6,0.0005,0.000958082,0.001201737,10.1938656,12,9.214281527,789.0485475,52333,52328.36052,20931344.21,,65743.89247,,45.8329,13.97339161
13.2min,,sp500_md16106norm,16,9,5,0.0005,0.001084533,0.00082652,7.66310908,10,7.64118319,300.1608813,52333,53050.54001,21220216,,66553.06992,,22.7529,22.44959161
5.7min,,sp500_md1686norm,16,8,4,0.0005,0.001707387,0.001221363,9.201757964,8,9.288344816,59.17784691,52333,52294.48147,20917792.59,,65705.91745,,33.2929,13.97339161
3.6min,,sp500_md1666norm,16,9,3,0.0005,0.001675347,0.002443278,14.19426904,6,13.13744282,27.42974258,52333,50548.87458,20219549.83,,63747.44168,,22.7529,22.44959161
3.0min,,sp500_md1646norm,16,8,2,0.0005,0.000662683,0.001136035,9.305924631,4,8.959887545,12.49670744,52333,52444.81248,20977924.99,,65874.41333,,33.2929,0.54479161
1.5min,,sp500_md1626norm,16,12,1,0.0005,0.000744785,0.001634331,11.52288987,2,10.74752182,7.425826311,52333,51629.24186,20651696.74,,64959.98013,,3.1329,59.87819161
22.0min,,btc_md16126norm,16,5,6,0.0005,7.80E-05,7.58E-05,1585.500325,12,932.8909667,567.9577985,52333,482917.6356,193167054.2,,445250.543,,76.9129,59.87819161
11.5min,,btc_md16106norm,16,5,5,0.0005,0.000119611,0.000137185,2228.460986,10,1255.134784,212.2748547,52333,1034627.836,413851134.5,,979139.5079,,76.9129,59.87819161
5.1min,,btc_md1686norm,16,5,4,0.0005,0.000145415,9.06E-05,1745.007215,8,1021.291692,43.19267249,52333,613595.6749,245438270,,571039.7061,,76.9129,59.87819161
3.6min,,btc_md1666norm,16,5,3,0.0005,0.000151865,0.000120312,2008.760516,6,1175.779982,21.52390385,52333,879490.9159,351796366.4,,828391.192,,76.9129,59.87819161
2.9min,,btc_md1646norm,16,5,2,0.0005,0.000116928,8.84E-05,1691.125612,4,1009.002124,11.79529619,52333,594493.2937,237797317.5,,552616.9819,,76.9129,59.87819161
1.5min,,btc_md1626norm,16,5,1,0.0005,0.000141941,6.88E-05,1454.254381,2,888.8016049,5.952785492,52333,423584.1058,169433642.3,,388355.3126,,76.9129,32.92579161
25.7min,,sp500_md16125norm,16,7,6,0.0005,0.0010101,0.001077686,8.936145482,12,8.727929303,760.2561805,52333,52551.10702,21020442.81,,65993.53599,,45.8329,13.97339161
13.6min,,sp500_md16105norm,16,9,5,0.0005,0.001203556,0.001194148,9.104685058,10,9.184892834,327.7715211,52333,52341.80694,20936722.78,,65758.96419,,22.7529,7.49719161
5.8min,,sp500_md1685norm,16,10,4,0.0005,0.001439067,0.001621783,10.58905327,8,10.70319301,72.33130503,52333,51649.38867,20659755.47,,64982.57849,,14.2129,13.97339161
4.3min,,sp500_md1665norm,16,9,3,0.0005,0.00099818,0.001273967,9.377422503,6,9.488588331,28.66807938,52333,52202.93824,20881175.3,,65603.30004,,22.7529,0.06859161
2.8min,,sp500_md1645norm,16,13,2,0.0005,0.000966264,0.00161904,11.14180687,4,10.69890235,16.10726452,52333,51651.33892,20660535.57,,64984.76603,,0.5929,0.54479161
1.6min,,sp500_md1625norm,16,12,1,0.0005,0.000719317,0.002170202,14.39639886,2,12.38196655,7.529040575,52333,50889.15395,20355661.58,,64129.50159,,3.1329,59.87819161
22.0min,,btc_md16125norm,16,5,6,0.0005,9.92E-05,0.000133465,2166.932343,12,1238.579158,554.3774126,52333,1001222.266,400488906.3,,946649.5228,,76.9129,59.87819161
12.0min,,btc_md16105norm,16,5,5,0.0005,8.29E-05,9.12E-05,1713.953808,10,1024.830799,192.8892348,52333,619152.7315,247661092.6,,576401.0374,,76.9129,59.87819161
5.6min,,btc_md1685norm,16,5,4,0.0005,9.41E-05,4.72E-05,1251.709204,8,737.0752414,65.83837915,52333,249107.8272,99643130.88,,222270.0446,,76.9129,59.87819161
3.8min,,btc_md1665norm,16,5,3,0.0005,0.000115668,5.08E-05,1265.337943,6,763.3710131,23.81716967,52333,276048.1038,110419241.5,,247756.071,,76.9129,59.87819161
2.7min,,btc_md1645norm,16,5,2,0.0005,0.000111159,9.94E-05,1853.539926,4,1069.455247,12.33072639,52333,691370.6894,276548275.8,,646151.1037,,76.9129,59.87819161
1.5min,,btc_md1625norm,16,5,1,0.0005,0.000106704,0.000116272,1805.483778,2,1157.021654,6.481178999,52333,844659.2292,337863691.7,,794596.9079,,76.9129,0.06859161
34.7min,,sp500_md16124norm,16,13,6,0.0005,0.001714899,0.0008273,7.134700392,12,7.645346417,1316.615031,52333,53048.62222,21219448.89,,66550.92189,,0.5929,22.44959161
13.5min,,sp500_md16104norm,16,8,5,0.0005,0.001847055,0.001363515,10.48112766,10,9.815145461,277.6929085,52333,52053.82158,20821528.63,,65436.12361,,33.2929,13.97339161
5.9min,,sp500_md1684norm,16,9,4,0.0005,0.000345076,0.000791359,7.47092542,8,7.478356174,67.33442903,52333,53125.57345,21250229.38,,66637.10828,,22.7529,13.97339161
3.9min,,sp500_md1664norm,16,9,3,0.0005,0.001471012,0.002164706,13.55381482,6,12.3643936,29.57144785,52333,50897.08269,20358833.08,,64138.40217,,22.7529,7.49719161
3.1min,,sp500_md1644norm,16,10,2,0.0005,0.001268044,0.001533454,11.08932677,4,10.40970534,14.2797153,52333,51782.87376,20713149.51,,65132.2945,,14.2129,0.54479161
1.5min,,sp500_md1624norm,16,12,1,0.0005,0.00077443,0.002160325,13.679502,2,12.35230534,7.654067993,52333,50902.53715,20361014.86,,64144.52516,,3.1329,59.87819161
22.0min,,btc_md16124norm,16,5,6,0.0005,0.000100502,0.000111857,2045.504998,12,1134.411219,555.0867639,52333,803610.0647,321444025.9,,754798.1814,,76.9129,59.87819161
11.9min,,btc_md16104norm,16,5,5,0.0005,0.000126152,0.000100979,1889.67506,10,1076.73674,191.410136,52333,703532.6442,281413057.7,,657910.3658,,76.9129,59.87819161
5.4min,,btc_md1684norm,16,5,4,0.0005,9.80E-05,6.25E-05,1459.577886,8,847.6495838,65.32088494,52333,371711.3756,148684550.2,,338758.4364,,76.9129,59.87819161
3.7min,,btc_md1664norm,16,5,3,0.0005,0.00011891,9.83E-05,1650.021651,6,1063.891371,22.34688687,52333,682149.0648,272859625.9,,637237.1814,,76.9129,59.87819161
2.7min,,btc_md1644norm,16,5,2,0.0005,0.000114991,6.27E-05,1375.376459,4,849.4412574,12.41467238,52333,373899.2857,149559714.3,,340847.2606,,76.9129,59.87819161
1.5min,,btc_md1624norm,16,5,1,0.0005,0.00010374,9.28E-05,1814.760967,2,1033.30367,6.459600687,52333,632558.4922,253023396.9,,589338.2179,,76.9129,22.44959161
27.0min,,sp500_md16123norm,16,8,6,0.0005,0.001344807,0.001154054,8.908427204,12,9.030089538,861.1077969,52333,52412.66373,20965065.49,,65838.38215,,33.2929,22.44959161
12.8min,,sp500_md16103norm,16,8,5,0.0005,0.001213753,0.000989604,8.57597015,10,8.362445621,274.2446849,52333,52718.80776,21087523.11,,66181.44929,,33.2929,22.44959161
5.7min,,sp500_md1683norm,16,8,4,0.0005,0.001454568,0.001427979,9.728176975,8,10.04400887,59.1822536,52333,51949.44219,20779776.87,,65319.08724,,33.2929,7.49719161
4.1min,,sp500_md1663norm,16,10,3,0.0005,0.002342309,0.001416565,9.964142257,6,10.00637008,47.6238668,52333,51966.60118,20786640.47,,65338.3278,,14.2129,13.97339161
2.7min,,sp500_md1643norm,16,9,2,0.0005,0.000829806,0.001053307,8.510522547,4,8.62743941,13.0723784,52333,52597.18978,21038875.91,,66045.1762,,22.7529,1.59239161
1.5min,,sp500_md1623norm,16,14,1,0.0005,0.0009909,0.00137118,10.45984455,2,9.843344646,7.553346872,52333,52040.95492,20816381.97,,65421.69742,,0.0529,59.87819161
21.7min,,btc_md16123norm,16,5,6,0.0005,0.000108613,4.97E-05,1293.169651,12,755.7351387,549.6131668,52333,268082.5908,107233036.3,,240212.8492,,76.9129,59.87819161
11.1min,,btc_md16103norm,16,5,5,0.0005,8.20E-05,9.24E-05,1771.648291,10,1031.126708,174.3326252,52333,629100.4005,251640160.2,,586000.5201,,76.9129,59.87819161
5.4min,,btc_md1683norm,16,5,4,0.0005,0.000111045,7.20E-05,1595.531644,8,909.9991131,43.86613989,52333,451625.5325,180650213,,415224.4413,,76.9129,59.87819161
3.5min,,btc_md1663norm,16,5,3,0.0005,0.000132593,6.27E-05,1457.911986,6,849.42422,22.45451331,52333,373878.4502,149551380.1,,340827.3673,,76.9129,59.87819161
2.9min,,btc_md1643norm,16,5,2,0.0005,0.000133185,3.93E-05,1129.425573,4,672.2281354,29.61106587,52333,188581.6814,75432672.56,,165330.1758,,76.9129,59.87819161
1.3min,,btc_md1623norm,16,5,1,0.0005,0.000126016,4.54E-05,1135.021538,2,721.6313359,5.700515032,52333,233930.0179,93572007.14,,207946.3385,,76.9129,22.44959161
25.4min,,sp500_md16122norm,16,8,6,0.0005,0.001790169,0.001245865,9.388317973,12,9.384847794,794.4305491,52333,52250.3542,20900141.68,,65656.45323,,33.2929,13.97339161
13.4min,,sp500_md16102norm,16,9,5,0.0005,0.001747277,0.001571072,11.15674025,10,10.53440139,297.6059136,52333,51726.13802,20690455.21,,65068.66262,,22.7529,13.97339161
5.7min,,sp500_md1682norm,16,9,4,0.0005,0.001369293,0.001584571,10.37824218,8,10.58099008,64.42452693,52333,51704.9485,20681979.4,,65044.89658,,22.7529,22.44959161
3.7min,,sp500_md1662norm,16,8,3,0.0005,0.001029687,0.002098512,12.66656679,6,12.17387386,27.84915805,52333,50983.08295,20393233.18,,64234.93886,,33.2929,13.97339161
3.0min,,sp500_md1642norm,16,9,2,0.0005,0.001006686,0.001148366,9.04746461,4,9.007392205,14.79985905,52333,52423.05681,20969222.72,,65850.03048,,22.7529,0.06859161
1.4min,,sp500_md1622norm,16,13,1,0.0005,0.00130114,0.002187633,13.88482404,2,12.42970515,7.319657564,52333,50867.61789,20347047.15,,64105.32541,,0.5929,59.87819161
21.8min,,btc_md16122norm,16,5,6,0.0005,0.000126342,9.55E-05,1754.591112,12,1046.648184,556.8528271,52333,653963.2971,261585318.8,,610005.0235,,76.9129,59.87819161
11.6min,,btc_md16102norm,16,5,5,0.0005,0.000100998,0.000103731,1752.389387,10,1092.700293,187.6813786,52333,730566.9312,292226772.5,,684061.8113,,76.9129,59.87819161
5.5min,,btc_md1682norm,16,5,4,0.0005,0.000120545,4.02E-05,1081.172943,8,679.5621824,47.47570372,52333,195005.2351,78002094.02,,171348.1304,,76.9129,59.87819161
3.5min,,btc_md1662norm,16,5,3,0.0005,0.000136939,9.44E-05,1756.51357,6,1041.426569,23.51975393,52333,645545.3327,258218133.1,,601875.8331,,76.9129,59.87819161
2.9min,,btc_md1642norm,16,5,2,0.0005,0.000129022,8.20E-05,1537.626833,4,971.8678972,12.87192082,52333,538608.7486,215443499.4,,498786.0923,,76.9129,59.87819161
1.3min,,btc_md1622norm,16,5,1,0.0005,0.000111169,0.00010125,1849.593341,2,1079.483992,5.950557947,52333,708148.8083,283259523.3,,662374.5971,,76.9129,13.97339161
28.1min,,sp500_md16121norm,16,9,6,0.0005,0.000890055,0.001356895,10.01514139,12,9.79487484,934.4156504,52333,52063.0716,20825228.64,,65446.49466,,22.7529,22.44959161
13.0min,,sp500_md16101norm,16,8,5,0.0005,0.00135147,0.000997322,8.388607409,10,8.393988844,271.2260585,52333,52704.32375,21081729.5,,66165.22082,,33.2929,13.97339161
5.5min,,sp500_md1681norm,16,9,4,0.0005,0.001919034,0.001765958,10.87403372,8,11.1706358,62.39782977,52333,51437.14038,20574856.15,,64744.47894,,22.7529,22.44959161
3.8min,,sp500_md1661norm,16,8,3,0.0005,0.001222337,0.001699732,11.32236825,6,10.96062829,41.22436643,52333,51532.44287,20612977.15,,64851.3956,,33.2929,0.54479161
2.6min,,sp500_md1641norm,16,12,2,0.0005,0.000565942,0.001071511,8.864949321,4,8.700120222,14.37348771,52333,52563.85772,21025543.09,,66007.82463,,3.1329,3.02099161
1.3min,,sp500_md1621norm,16,11,1,0.0005,0.000698249,0.001672784,11.19682149,2,10.86976311,6.228948593,52333,51573.7053,20629482.12,,64897.68319,,7.6729,59.87819161
20.9min,,btc_md16121norm,16,5,6,0.0005,0.000172355,0.000139925,2137.775699,12,1269.543084,537.0942032,52333,1064146.718,425658687,,1007861.559,,76.9129,59.87819161
11.0min,,btc_md16101norm,16,5,5,0.0005,0.000103125,0.00010614,1930.821722,10,1105.600898,189.3975618,52333,752786.4794,301114591.8,,705567.9098,,76.9129,59.87819161
5.2min,,btc_md1681norm,16,5,4,0.0005,0.000102479,6.58E-05,1491.468892,8,869.9821215,60.74100709,52333,399441.5823,159776632.9,,365253.5739,,76.9129,59.87819161
3.4min,,btc_md1661norm,16,5,3,0.0005,9.92E-05,7.69E-05,1574.942375,6,940.3608805,22.7213912,52333,493355.4613,197342184.5,,455275.2558,,76.9129,59.87819161
3.3min,,btc_md1641norm,16,5,2,0.0005,0.000121272,6.28E-05,1338.427459,4,850.1723904,56.74232459,52333,374793.9566,149917582.6,,341701.4971,,76.9129,59.87819161
1.2min,,btc_md1621norm,16,5,1,0.0005,0.000131784,0.000138286,2232.884251,2,1260.423669,5.835787773,52333,1045415.163,418166065.2,,989634.3404,,76.9129,1.59239161
10.8min,,legendre316120norm,16,14,6,0.0005,0.005795375,0.005289393,0.123305646,12,0.155879843,418.5166683,52333,56554.70513,22621882.05,,70471.19909,,0.0529,0.06859161
5.2min,,legendre316100norm,16,13,5,0.0005,0.005999119,0.005332261,0.121503303,10,0.156510237,139.5367022,52333,56554.4053,22621762.12,,70470.8644,,0.5929,3.02099161
1.8min,,legendre31680norm,16,11,4,0.0005,0.005839661,0.00545383,0.124093757,8,0.158284297,33.30156922,52333,56553.56152,22621424.61,,70469.9225,,7.6729,27.68759161
1.6min,,legendre31660norm,16,18,3,0.0005,0.008816384,0.007735452,0.151301272,6,0.188508052,22.83570099,52333,56539.18741,22615674.97,,70453.87692,,17.8929,0.54479161
54.7s,,legendre31640norm,16,12,2,0.0005,0.013146315,0.012745993,0.203710985,4,0.241976885,11.04774785,52333,56513.76267,22605505.07,,70425.49515,,3.1329,10.63999161
28.7s,,legendre31620norm,16,16,1,0.0005,0.018091514,0.017281529,0.238932678,2,0.281759216,5.72223115,52333,56494.84964,22597939.86,,70404.38202,,4.9729,27.68759161
5.1min,,euro16120norm,16,18,6,0.0005,0.005107404,0.00455288,0.006767345,12,0.008277162,244.6664395,52333,56624.93039,22649972.16,,70549.58731,,17.8929,18.16379161
2.5min,,euro16100norm,16,17,5,0.0005,0.003233785,0.001544253,0.003678583,10,0.004820562,110.3515136,52333,56626.57547,22650630.19,,70551.42355,,10.4329,5.11619161
52.6s,,euro1680norm,16,15,4,0.0005,0.002336048,0.001160724,0.003103599,8,0.004179293,30.68529749,52333,56626.88067,22650752.27,,70551.76421,,1.5129,0.06859161
33.8s,,euro1660norm,16,13,3,0.0005,0.082525667,0.076470923,0.030069762,6,0.033922397,18.4105649,52333,56612.72597,22645090.39,,70535.96462,,0.5929,126.8303916
22.3s,,euro1640norm,16,24,2,0.0005,0.005188262,0.00263423,0.005148156,4,0.006296007,10.59103108,52333,56625.87327,22650349.31,,70550.63975,,104.6529,32.92579161
11.5s,,euro1620norm,16,7,1,0.0005,0.084391141,0.077028821,0.030161554,2,0.034045913,5.007795572,52333,56612.66719,22645066.88,,70535.89901,,45.8329,1.59239161
11.0min,,legendre316129norm,16,14,6,0.0005,0.005873525,0.004992128,0.119297951,12,0.151436268,417.0490005,52333,56556.81862,22622727.45,,70473.55833,,0.0529,1.59239161
5.2min,,legendre316109norm,16,14,5,0.0005,0.005997141,0.0054269,0.124515502,10,0.157893032,158.8772662,52333,56553.74761,22621499.04,,70470.13024,,0.0529,10.63999161
1.9min,,legendre31689norm,16,16,4,0.0005,0.005733357,0.005067293,0.120116304,8,0.152572079,39.14906263,52333,56556.27839,22622511.36,,70472.95529,,4.9729,3.02099161
1.5min,,legendre31669norm,16,11,3,0.0005,0.008540868,0.007702557,0.154788817,6,0.188106805,33.4365294,52333,56539.37823,22615751.29,,70454.08993,,7.6729,3.02099161
55.7s,,legendre31649norm,16,11,2,0.0005,0.011818388,0.011121493,0.189241463,4,0.226031307,11.38682151,52333,56521.34428,22608537.71,,70433.95862,,7.6729,5.11619161
28.4s,,legendre31629norm,16,15,1,0.0005,0.009655398,0.009225302,0.170919218,2,0.20586255,5.755885839,52333,56530.93462,22612373.85,,70444.66436,,1.5129,1.59239161
4.5min,,euro16129norm,16,14,6,0.0005,0.007288453,0.001775522,0.003533179,12,0.00516894,206.043323,52333,56626.40967,22650563.87,,70551.23848,,0.0529,52.73519161
2.6min,,euro16109norm,16,20,5,0.0005,0.004798,0.004372444,0.006487824,10,0.008111487,115.4048128,52333,56625.00924,22650003.7,,70549.67532,,38.8129,52.73519161
52.0s,,euro1689norm,16,20,4,0.0005,0.005131395,0.001252147,0.002822088,8,0.004340763,30.55397058,52333,56626.80382,22650721.53,,70551.67843,,38.8129,39.21139161
33.0s,,euro1669norm,16,19,3,0.0005,0.003653472,0.002083874,0.004430214,6,0.00559982,17.39966607,52333,56626.2046,22650481.84,,70551.00958,,27.3529,45.40199161
22.3s,,euro1649norm,16,6,2,0.0005,0.079795148,0.075064316,0.029798728,4,0.033608964,10.75817871,52333,56612.87513,22645150.05,,70536.1311,,60.3729,7.49719161
23.0s,,euro1629norm,16,10,1,0.0005,0.07979383,0.078907693,0.030571527,2,0.034458632,16.6481657,52333,56612.4708,22644988.32,,70535.67978,,14.2129,13.97339161
8.7min,,legendre316128norm,16,9,6,0.0005,0.006165345,0.005343412,0.12149373,12,0.156673799,294.080714,52333,56554.32751,22621731,,70470.77756,,22.7529,3.02099161
4.8min,,legendre316108norm,16,11,5,0.0005,0.007299555,0.006641307,0.132368522,10,0.174668192,124.1077211,52333,56545.76928,22618307.71,,70461.22418,,7.6729,52.73519161
2.2min,,legendre31688norm,16,20,4,0.0005,0.005475683,0.00498381,0.117836724,8,0.151310058,56.45977116,52333,56556.87865,22622751.46,,70473.62534,,38.8129,27.68759161
1.3min,,legendre31668norm,16,18,3,0.0005,0.005262561,0.004816375,0.116786249,6,0.148746657,22.65632296,52333,56558.0979,22623239.16,,70474.98635,,17.8929,7.49719161
55.1s,,legendre31648norm,16,10,2,0.0005,0.011522888,0.010976233,0.189555915,4,0.224550337,10.44666767,52333,56522.04846,22608819.39,,70434.7447,,14.2129,0.06859161
28.1s,,legendre31628norm,16,13,1,0.0005,0.019521642,0.019110065,0.252113627,2,0.296290775,5.660592556,52333,56487.94194,22595176.78,,70396.67068,,0.5929,5.11619161
5.0min,,euro16128norm,16,15,6,0.0005,0.002952865,0.001240453,0.003069127,12,0.004320445,217.0254712,52333,56626.81349,22650725.39,,70551.68923,,1.5129,10.63999161
2.2min,,euro16108norm,16,16,5,0.0005,0.003328106,0.001815084,0.003952907,10,0.005226209,92.59425283,52333,56626.38241,22650552.96,,70551.20806,,4.9729,0.06859161
59.7s,,euro1688norm,16,13,4,0.0005,0.006481008,0.002339989,0.004725499,8,0.005933968,38.99443007,52333,56626.04557,22650418.23,,70550.83207,,0.5929,126.8303916
34.3s,,euro1668norm,16,24,3,0.0005,0.004595773,0.001667742,0.003488594,6,0.005009597,19.05459213,52333,56626.4855,22650594.2,,70551.32313,,104.6529,105.3065916
22.0s,,euro1648norm,16,23,2,0.0005,0.002653202,0.001268497,0.003290041,4,0.00436901,10.58265519,52333,56626.79037,22650716.15,,70551.66343,,85.1929,371.0207916
11.9s,,euro1628norm,16,32,1,0.0005,0.00444588,0.001336329,0.003418415,2,0.004484304,5.384580612,52333,56626.7355,22650694.2,,70551.60218,,332.3329,13.97339161
9.0min,,legendre316127norm,16,9,6,0.0005,0.006532325,0.005830912,0.128104956,12,0.163664807,299.5047071,52333,56551.00247,22620400.99,,70467.06589,,22.7529,0.06859161
5.0min,,legendre316107norm,16,13,5,0.0005,0.008110576,0.007560807,0.142814991,10,0.186367904,136.6906669,52333,56540.20519,22616082.07,,70455.01305,,0.5929,22.44959161
2.0min,,legendre31687norm,16,8,4,0.0005,0.009942656,0.009518612,0.175017495,8,0.209109543,39.21272397,52333,56529.3906,22611756.24,,70442.94077,,33.2929,0.54479161
1.3min,,legendre31667norm,16,12,3,0.0005,0.016048234,0.015059547,0.223717547,6,0.263022563,20.12983322,52333,56503.75689,22601502.76,,70414.32547,,3.1329,0.54479161
54.5s,,legendre31647norm,16,12,2,0.0005,0.005626721,0.004961974,0.118992558,4,0.150978222,10.98901606,52333,56557.03649,22622814.59,,70473.80152,,3.1329,10.63999161
28.1s,,legendre31627norm,16,16,1,0.0005,0.019469404,0.019124792,0.253214499,2,0.296404922,5.915886402,52333,56487.88768,22595155.07,,70396.61011,,4.9729,5.11619161
4.8min,,euro16127norm,16,15,6,0.0005,0.003015041,0.002186081,0.004500629,12,0.005735503,215.9273462,52333,56626.14002,22650456.01,,70550.9375,,1.5129,27.68759161
2.5min,,euro16107norm,16,18,5,0.0005,0.005813757,0.003330276,0.005619952,10,0.007079107,106.6247547,52333,56625.50057,22650200.23,,70550.22375,,17.8929,10.63999161
48.9s,,euro1687norm,16,16,4,0.0005,0.001698468,0.00077832,0.002511952,8,0.003422296,28.28037143,52333,56627.24094,22650896.38,,70552.16635,,4.9729,52.73519161
33.3s,,euro1667norm,16,20,3,0.0005,0.003491552,0.001733601,0.003905945,6,0.005107554,18.01020455,52333,56626.43888,22650575.55,,70551.27109,,38.8129,18.16379161
30.4s,,euro1647norm,16,17,2,0.0005,0.004169743,0.0008823,0.002579216,4,0.003643732,19.1839323,52333,56627.13555,22650854.22,,70552.04872,,10.4329,7.49719161
11.7s,,euro1627norm,16,10,1,0.0005,0.084907336,0.076098709,0.029967445,2,0.033839739,5.629935503,52333,56612.76531,22645106.12,,70536.00852,,14.2129,7.49719161
9.3min,,legendre316126norm,16,10,6,0.0005,0.005126375,0.004683777,0.115040477,12,0.146684814,328.0672078,52333,56559.0786,22623631.44,,70476.08108,,14.2129,0.54479161
4.9min,,legendre316106norm,16,12,5,0.0005,0.005484711,0.004876851,0.119592386,10,0.149677594,139.7586479,52333,56557.65511,22623062.04,,70474.49208,,3.1329,7.49719161
1.8min,,legendre31686norm,16,10,4,0.0005,0.005305411,0.00493246,0.117347068,8,0.150528533,32.10088134,52333,56557.25037,22622900.15,,70474.04028,,14.2129,3.02099161
1.3min,,legendre31666norm,16,11,3,0.0005,0.010196109,0.0084689,0.162757457,6,0.197242526,19.001122,52333,56535.03373,22614013.49,,70449.24019,,7.6729,13.97339161
53.7s,,legendre31646norm,16,9,2,0.0005,0.010365748,0.009922165,0.179313997,4,0.213496259,11.29643965,52333,56527.30466,22610921.86,,70440.61223,,22.7529,52.73519161
28.5s,,legendre31626norm,16,20,1,0.0005,0.01088142,0.010278867,0.183358842,2,0.217299974,5.760056257,52333,56525.49597,22610198.39,,70438.59318,,38.8129,0.06859161
4.5min,,euro16126norm,16,13,6,0.0005,0.003175653,0.001257109,0.003135585,12,0.004349354,199.8079462,52333,56626.79973,22650719.89,,70551.67387,,0.5929,1.59239161
2.3min,,euro16106norm,16,14,5,0.0005,0.00405066,0.001775883,0.003702794,10,0.005169464,94.73339677,52333,56626.40942,22650563.77,,70551.2382,,0.0529,5.11619161
47.9s,,euro1686norm,16,15,4,0.0005,0.005031188,0.003654323,0.005906847,8,0.007415524,27.25996685,52333,56625.34046,22650136.19,,70550.04503,,1.5129,126.8303916
40.7s,,euro1666norm,16,24,3,0.0005,0.002268239,0.001171641,0.003133963,6,0.004198901,25.23329139,52333,56626.87133,22650748.53,,70551.75379,,104.6529,27.68759161
22.1s,,euro1646norm,16,18,2,0.0005,0.00686335,0.003988717,0.00634167,4,0.007747382,10.73492432,52333,56625.18252,22650073.01,,70549.86874,,17.8929,32.92579161
11.0s,,euro1626norm,16,7,1,0.0005,0.081484075,0.080295921,0.030856271,2,0.034760427,5.061743736,52333,56612.32718,22644930.87,,70535.51948,,45.8329,0.06859161
10.5min,,legendre316125norm,16,13,6,0.0005,0.005103936,0.004482716,0.114567219,12,0.143501911,394.9697082,52333,56560.59253,22624237.01,,70477.77104,,0.5929,0.54479161
4.8min,,legendre316105norm,16,12,5,0.0005,0.004986254,0.0044883,0.111419442,10,0.143591255,128.6797521,52333,56560.55004,22624220.01,,70477.7236,,3.1329,3.02099161
2.0min,,legendre31685norm,16,11,4,0.0005,0.005391744,0.004663019,0.115552278,8,0.1463594,33.98648191,52333,56559.23338,22623693.35,,70476.25385,,7.6729,1.59239161
1.4min,,legendre31665norm,16,14,3,0.0005,0.004820652,0.004349306,0.111757497,6,0.141350396,19.57251239,52333,56561.6159,22624646.36,,70478.9134,,0.0529,0.54479161
